session_id,date,team_category,md_day,exercise_id,exercise_name,exercise_type,objective_primary,weather,temp_c,team_fatigue_score,readiness_score,avg_total_distance_m,avg_distance_per_min,avg_hsr_m,avg_sprint_distance_m,avg_percent_max_speed,avg_accelerations,avg_decelerations,avg_player_load,avg_metabolic_power,avg_hr_mean,avg_hr_max,rpe_mean
SES0055,2024-10-17,First_Team,MD3,EX004,SSG_5v5_30x25_Transition,small_sided_game,mixed_conditioning,Light_Rain,15.7,3.2,6.4,765.42,98.99,80.76,30.73,70.89,23,23,99.41,13.28,98,100,7.6
SES0055,2024-10-17,First_Team,MD3,EX029,Transition_5v5_35x30_Counter,transition_game,mixed_conditioning,Light_Rain,15.7,3.2,6.4,707.16,88.16,79.67,45.19,65.48,20,20,102.83,10.47,91,100,8.1
SES0055,2024-10-17,First_Team,MD3,EX016,Accel_Sprint_10m_x8,sprint_drill,acceleration_development,Light_Rain,15.7,3.2,6.4,88.38,101.79,6.49,0.0,55.82,16,12,57.31,18.41,76,99,7.2
SES0055,2024-10-17,First_Team,MD3,EX017,Accel_Sprint_15m_x6,sprint_drill,acceleration_development,Light_Rain,15.7,3.2,6.4,121.76,104.71,12.58,6.09,78.08,13,11,65.76,15.48,85,95,8.0
SES0055,2024-10-17,First_Team,MD3,EX037,Possession_4v4_2Neutral_25x20,possession_game,aerobic_conditioning,Light_Rain,15.7,3.2,6.4,468.56,71.15,28.94,9.01,56.34,17,15,73.1,8.8,86,94,4.9
SES0056,2024-10-19,U23,MD3,EX036,Accel_Change_Direction_15m,sprint_drill,acceleration_development,Light_Rain,13.8,4.6,4.3,117.27,112.52,12.04,4.26,60.65,16,15,67.11,15.66,76,92,7.4
SES0056,2024-10-19,U23,MD3,EX011,LargeGame_9v9_65x45_Transition,large_sided_game,aerobic_conditioning,Light_Rain,13.8,4.6,4.3,905.65,88.7,96.88,66.83,67.31,18,13,104.94,9.41,83,97,8.0
SES0056,2024-10-19,U23,MD3,EX037,Possession_4v4_2Neutral_25x20,possession_game,aerobic_conditioning,Light_Rain,13.8,4.6,4.3,607.47,71.55,25.75,7.69,50.31,21,14,76.14,9.79,86,90,7.1
SES0056,2024-10-19,U23,MD3,EX010,LargeGame_8v8_60x40_Possession,large_sided_game,aerobic_conditioning,Light_Rain,13.8,4.6,4.3,1101.2,87.41,87.66,42.59,76.21,13,15,115.57,10.82,86,95,8.6
SES0057,2024-10-21,First_Team,MD_plus2,EX027,Possession_6v6_40x30_Neutral,possession_game,aerobic_conditioning,Light_Rain,16.5,5.5,3.2,414.48,50.69,22.37,6.67,33.89,15,13,51.97,7.21,52,62,4.2
SES0057,2024-10-21,First_Team,MD_plus2,EX025,Recovery_Game_5v5_40x35,recovery_drill,recovery,Light_Rain,16.5,5.5,3.2,597.39,34.43,11.63,0.0,21.91,4,3,22.88,4.24,50,55,2.0
SES0057,2024-10-21,First_Team,MD_plus2,EX023,Activation_Passing_8v0,activation_drill,activation,Light_Rain,16.5,5.5,3.2,217.88,24.65,1.78,0.0,15.0,3,2,14.23,3.02,50,55,1.2
SES0057,2024-10-21,First_Team,MD_plus2,EX008,Rondo_6v3_20x15,rondo,aerobic_conditioning,Light_Rain,16.5,5.5,3.2,268.81,34.64,6.22,0.0,21.45,7,5,27.93,3.95,50,58,2.8
SES0057,2024-10-21,First_Team,MD_plus2,EX033,SSG_4v4_20x15_Regen,small_sided_game,recovery,Light_Rain,16.5,5.5,3.2,568.44,34.87,9.47,0.0,22.85,4,4,22.77,4.22,50,56,1.9
SES0058,2024-10-23,Academy_U18,MD2,EX018,Transition_Sprint_40m,sprint_drill,speed_development,Clear,26.1,4.1,6.3,327.1,156.59,107.07,116.93,79.26,8,8,69.36,12.95,81,88,7.2
SES0058,2024-10-23,Academy_U18,MD2,EX017,Accel_Sprint_15m_x6,sprint_drill,acceleration_development,Clear,26.1,4.1,6.3,92.21,101.15,8.94,9.46,63.52,11,9,54.0,16.98,68,90,6.9
SES0058,2024-10-23,Academy_U18,MD2,EX028,Possession_8v8_50x35_Neutral,possession_game,aerobic_conditioning,Clear,26.1,4.1,6.3,611.66,63.46,76.49,24.27,55.0,15,13,72.29,9.21,73,90,7.2
SES0058,2024-10-23,Academy_U18,MD2,EX014,Flying_Sprint_30m,sprint_drill,speed_development,Clear,26.1,4.1,6.3,279.64,136.81,95.04,81.01,81.46,4,6,56.92,12.96,79,89,6.0
SES0058,2024-10-23,Academy_U18,MD2,EX012,LargeGame_10v10_70x50_Open,large_sided_game,aerobic_conditioning,Clear,26.1,4.1,6.3,944.36,99.71,107.72,48.91,62.24,16,16,108.82,10.01,77,86,7.7
SES0058,2024-10-23,Academy_U18,MD2,EX019,Finishing_4v3_25x20,finishing_drill,mixed_conditioning,Clear,26.1,4.1,6.3,433.21,59.5,40.78,18.73,66.12,13,12,61.21,9.91,82,90,6.0
SES0059,2024-10-25,First_Team,MD3,EX036,Accel_Change_Direction_15m,sprint_drill,acceleration_development,Light_Rain,14.2,4.0,7.0,157.05,113.6,12.88,4.67,64.79,15,16,76.28,18.02,82,96,7.6
SES0059,2024-10-25,First_Team,MD3,EX016,Accel_Sprint_10m_x8,sprint_drill,acceleration_development,Light_Rain,14.2,4.0,7.0,76.66,97.87,4.55,0.0,52.08,12,11,54.66,20.0,80,95,7.4
SES0059,2024-10-25,First_Team,MD3,EX027,Possession_6v6_40x30_Neutral,possession_game,aerobic_conditioning,Light_Rain,14.2,4.0,7.0,586.35,71.26,26.32,10.39,60.73,15,15,72.11,8.75,85,93,8.3
SES0059,2024-10-25,First_Team,MD3,EX017,Accel_Sprint_15m_x6,sprint_drill,acceleration_development,Light_Rain,14.2,4.0,7.0,139.99,106.93,14.46,9.92,69.22,11,11,65.32,17.05,78,94,7.3
SES0059,2024-10-25,First_Team,MD3,EX029,Transition_5v5_35x30_Counter,transition_game,mixed_conditioning,Light_Rain,14.2,4.0,7.0,680.22,110.32,59.44,45.56,80.35,30,20,109.51,12.12,90,99,8.6
SES0060,2024-10-27,B_Team,MD1,EX023,Activation_Passing_8v0,activation_drill,activation,Clear,22.5,1.0,7.8,270.85,31.6,1.32,0.0,16.28,3,3,14.38,3.1,50,55,1.4
SES0060,2024-10-27,B_Team,MD1,EX031,Shadow_Play_11v0_Shape,activation_drill,activation,Clear,22.5,1.0,7.8,481.3,34.0,7.71,0.0,16.25,4,4,22.62,3.39,50,55,2.1
SES0060,2024-10-27,B_Team,MD1,EX024,Activation_Positional_10v0,activation_drill,activation,Clear,22.5,1.0,7.8,533.06,33.95,9.59,0.0,18.81,3,3,20.84,3.31,50,55,2.1
SES0060,2024-10-27,B_Team,MD1,EX007,Rondo_6v2_15x15,rondo,technical_conditioning,Clear,22.5,1.0,7.8,216.4,31.45,2.86,0.0,19.89,6,5,19.63,3.6,50,55,3.1
SES0061,2024-10-29,B_Team,MD_plus2,EX026,Recovery_Walk_Jog_Circuit,recovery_drill,recovery,Cloudy,14.3,7.6,3.5,370.45,30.88,4.37,0.0,16.12,2,2,16.69,2.93,50,55,1.7
SES0061,2024-10-29,B_Team,MD_plus2,EX027,Possession_6v6_40x30_Neutral,possession_game,aerobic_conditioning,Cloudy,14.3,7.6,3.5,376.84,47.1,17.63,4.89,33.12,14,8,52.77,6.9,54,57,4.3
SES0061,2024-10-29,B_Team,MD_plus2,EX009,Rondo_8v3_25x20_Directional,rondo,aerobic_conditioning,Cloudy,14.3,7.6,3.5,240.17,32.07,5.12,0.0,22.97,6,5,25.54,3.73,50,55,2.8
SES0062,2024-10-31,First_Team,MD_plus1,EX033,SSG_4v4_20x15_Regen,small_sided_game,recovery,Overcast,13.9,9.4,4.0,447.73,29.41,9.95,0.0,17.12,3,3,17.73,3.21,50,55,1.6
SES0062,2024-10-31,First_Team,MD_plus1,EX026,Recovery_Walk_Jog_Circuit,recovery_drill,recovery,Overcast,13.9,9.4,4.0,378.94,21.36,3.53,0.0,15.0,2,2,14.71,2.63,50,55,1.1
SES0062,2024-10-31,First_Team,MD_plus1,EX023,Activation_Passing_8v0,activation_drill,activation,Overcast,13.9,9.4,4.0,197.44,24.09,1.05,0.0,15.0,3,2,10.42,2.55,50,55,1.0
SES0062,2024-10-31,First_Team,MD_plus1,EX025,Recovery_Game_5v5_40x35,recovery_drill,recovery,Overcast,13.9,9.4,4.0,541.1,33.53,9.35,0.0,17.02,3,3,22.23,3.35,50,55,1.8
SES0063,2024-11-02,First_Team,MD3,EX029,Transition_5v5_35x30_Counter,transition_game,mixed_conditioning,Cloudy,13.7,5.7,7.3,674.94,92.27,56.91,43.98,83.91,18,21,109.51,11.57,88,94,8.3
SES0063,2024-11-02,First_Team,MD3,EX027,Possession_6v6_40x30_Neutral,possession_game,aerobic_conditioning,Cloudy,13.7,5.7,7.3,533.93,59.98,36.48,9.61,54.34,19,19,74.23,10.05,81,97,7.0
SES0063,2024-11-02,First_Team,MD3,EX012,LargeGame_10v10_70x50_Open,large_sided_game,aerobic_conditioning,Cloudy,13.7,5.7,7.3,953.93,85.42,119.19,54.18,72.13,15,14,134.07,12.1,93,93,7.9
SES0064,2024-11-04,B_Team,MD4,EX004,SSG_5v5_30x25_Transition,small_sided_game,mixed_conditioning,Overcast,11.3,2.7,5.7,920.85,115.06,88.43,32.45,87.56,21,27,129.2,12.88,100,100,9.0
SES0064,2024-11-04,B_Team,MD4,EX001,SSG_3v3_20x15_Pressing,small_sided_game,high_intensity_conditioning,Overcast,11.3,2.7,5.7,679.34,112.39,60.92,11.84,71.86,30,28,122.16,12.14,100,100,9.6
SES0064,2024-11-04,B_Team,MD4,EX002,SSG_4v4_25x20_Transition,small_sided_game,mixed_conditioning,Overcast,11.3,2.7,5.7,815.07,121.63,84.39,33.06,72.38,25,27,126.82,12.43,100,100,9.3
SES0064,2024-11-04,B_Team,MD4,EX022,PressingGame_6v6_35x30_Mid,pressing_drill,high_intensity_conditioning,Overcast,11.3,2.7,5.7,803.65,106.07,57.49,26.56,66.58,33,36,117.96,14.51,100,100,10.0
SES0065,2024-11-06,First_Team,MD_plus2,EX027,Possession_6v6_40x30_Neutral,possession_game,aerobic_conditioning,Overcast,11.3,6.2,4.4,404.89,46.41,20.67,4.76,36.69,11,10,50.52,6.47,58,63,4.8
SES0065,2024-11-06,First_Team,MD_plus2,EX028,Possession_8v8_50x35_Neutral,possession_game,aerobic_conditioning,Overcast,11.3,6.2,4.4,534.3,52.49,40.65,21.72,44.79,10,7,58.72,7.91,56,63,5.0
SES0065,2024-11-06,First_Team,MD_plus2,EX023,Activation_Passing_8v0,activation_drill,activation,Overcast,11.3,6.2,4.4,276.23,29.11,1.17,0.0,15.0,3,3,15.31,3.03,50,55,1.4
SES0065,2024-11-06,First_Team,MD_plus2,EX008,Rondo_6v3_20x15,rondo,aerobic_conditioning,Overcast,11.3,6.2,4.4,249.09,35.53,5.54,0.0,22.51,6,6,27.25,4.27,50,55,3.4
SES0065,2024-11-06,First_Team,MD_plus2,EX026,Recovery_Walk_Jog_Circuit,recovery_drill,recovery,Overcast,11.3,6.2,4.4,434.33,30.81,3.46,0.0,16.34,2,2,18.91,2.89,50,55,1.9
SES0066,2024-11-08,B_Team,MD_plus2,EX025,Recovery_Game_5v5_40x35,recovery_drill,recovery,Clear,29.3,6.3,5.3,513.73,34.92,10.29,0.0,20.34,5,4,24.57,3.41,50,55,1.6
SES0066,2024-11-08,B_Team,MD_plus2,EX026,Recovery_Walk_Jog_Circuit,recovery_drill,recovery,Clear,29.3,6.3,5.3,458.2,27.69,5.09,0.0,15.23,2,2,19.88,2.55,50,55,1.8
SES0066,2024-11-08,B_Team,MD_plus2,EX023,Activation_Passing_8v0,activation_drill,activation,Clear,29.3,6.3,5.3,277.85,28.59,1.16,0.0,15.0,3,2,14.16,2.98,50,55,1.4
SES0066,2024-11-08,B_Team,MD_plus2,EX028,Possession_8v8_50x35_Neutral,possession_game,aerobic_conditioning,Clear,29.3,6.3,5.3,487.11,45.64,40.94,22.75,44.23,10,8,56.56,5.49,56,66,4.1
SES0067,2024-11-10,U23,MD3,EX011,LargeGame_9v9_65x45_Transition,large_sided_game,aerobic_conditioning,Overcast,13.7,4.4,5.9,895.24,88.77,82.59,63.22,83.77,17,16,116.96,10.87,83,99,8.0
SES0067,2024-11-10,U23,MD3,EX037,Possession_4v4_2Neutral_25x20,possession_game,aerobic_conditioning,Overcast,13.7,4.4,5.9,570.99,65.67,36.77,9.17,52.11,21,16,68.02,8.76,76,95,5.5
SES0067,2024-11-10,U23,MD3,EX010,LargeGame_8v8_60x40_Possession,large_sided_game,aerobic_conditioning,Overcast,13.7,4.4,5.9,829.73,79.73,112.64,60.7,73.17,15,13,118.25,10.4,87,94,7.9
SES0067,2024-11-10,U23,MD3,EX017,Accel_Sprint_15m_x6,sprint_drill,acceleration_development,Overcast,13.7,4.4,5.9,138.97,107.91,11.72,8.63,69.47,12,10,59.33,16.87,79,91,6.2
SES0067,2024-11-10,U23,MD3,EX004,SSG_5v5_30x25_Transition,small_sided_game,mixed_conditioning,Overcast,13.7,4.4,5.9,621.07,94.82,68.88,22.21,69.45,23,16,109.08,13.02,87,100,7.4
SES0067,2024-11-10,U23,MD3,EX003,SSG_5v5_30x25_Possession,small_sided_game,aerobic_conditioning,Overcast,13.7,4.4,5.9,731.94,94.48,50.46,24.33,66.87,22,18,100.34,12.49,90,99,7.5
SES0067,2024-11-10,U23,MD3,EX027,Possession_6v6_40x30_Neutral,possession_game,aerobic_conditioning,Overcast,13.7,4.4,5.9,630.21,64.68,33.22,9.86,55.45,18,16,78.57,8.27,79,92,7.6
SES0067,2024-11-10,U23,MD3,EX029,Transition_5v5_35x30_Counter,transition_game,mixed_conditioning,Overcast,13.7,4.4,5.9,696.77,88.9,69.4,37.39,69.47,25,17,116.99,12.16,92,96,8.0
SES0068,2024-11-12,U23,MD_plus2,EX026,Recovery_Walk_Jog_Circuit,recovery_drill,recovery,Light_Rain,8.9,5.1,3.4,472.69,26.03,3.35,0.0,15.0,2,2,17.36,2.86,50,55,1.7
SES0068,2024-11-12,U23,MD_plus2,EX027,Possession_6v6_40x30_Neutral,possession_game,aerobic_conditioning,Light_Rain,8.9,5.1,3.4,375.05,45.53,22.11,7.14,37.0,14,9,50.01,5.79,52,62,5.1
SES0068,2024-11-12,U23,MD_plus2,EX033,SSG_4v4_20x15_Regen,small_sided_game,recovery,Light_Rain,8.9,5.1,3.4,612.68,38.03,8.31,0.0,21.55,4,3,22.93,3.86,50,55,2.1
SES0068,2024-11-12,U23,MD_plus2,EX028,Possession_8v8_50x35_Neutral,possession_game,aerobic_conditioning,Light_Rain,8.9,5.1,3.4,514.52,53.82,50.31,23.14,41.64,8,9,62.49,7.45,58,65,5.0
SES0068,2024-11-12,U23,MD_plus2,EX008,Rondo_6v3_20x15,rondo,aerobic_conditioning,Light_Rain,8.9,5.1,3.4,234.58,34.96,6.96,0.0,24.76,7,7,23.79,4.06,50,55,2.7
SES0069,2024-11-14,Academy_U18,MD4,EX034,Hybrid_8v8_55x40_Pressing,large_sided_game,high_intensity_conditioning,Overcast,11.7,5.0,5.5,849.03,105.78,105.89,59.97,78.39,34,26,125.98,12.09,100,100,10.0
SES0069,2024-11-14,Academy_U18,MD4,EX038,PressingTrap_6v4_35x25,pressing_drill,high_intensity_conditioning,Overcast,11.7,5.0,5.5,698.93,101.89,65.16,25.62,78.3,38,35,122.06,14.91,100,100,9.2
SES0069,2024-11-14,Academy_U18,MD4,EX003,SSG_5v5_30x25_Possession,small_sided_game,aerobic_conditioning,Overcast,11.7,5.0,5.5,753.52,118.76,88.15,26.16,64.41,24,26,120.67,14.12,100,100,9.5
SES0070,2024-11-16,First_Team,MD2,EX014,Flying_Sprint_30m,sprint_drill,speed_development,Light_Rain,14.6,3.7,8.6,265.94,134.3,79.13,81.92,98.38,4,5,74.99,14.09,85,92,7.3
SES0070,2024-11-16,First_Team,MD2,EX015,Flying_Sprint_20m,sprint_drill,speed_development,Light_Rain,14.6,3.7,8.6,206.04,117.4,77.09,78.59,91.96,3,4,50.46,15.46,81,94,7.5
SES0070,2024-11-16,First_Team,MD2,EX018,Transition_Sprint_40m,sprint_drill,speed_development,Light_Rain,14.6,3.7,8.6,368.69,162.49,119.33,139.17,100.0,6,7,60.14,14.13,81,100,6.9
SES0070,2024-11-16,First_Team,MD2,EX019,Finishing_4v3_25x20,finishing_drill,mixed_conditioning,Light_Rain,14.6,3.7,8.6,356.92,67.84,25.37,20.21,56.19,16,11,63.47,11.34,81,90,6.5
SES0071,2024-11-18,First_Team,MD4,EX021,PressingGame_5v5_30x25_High,pressing_drill,high_intensity_conditioning,Light_Rain,15.0,4.0,7.1,726.6,92.56,59.64,21.93,76.54,36,28,115.04,15.1,100,100,9.3
SES0071,2024-11-18,First_Team,MD4,EX034,Hybrid_8v8_55x40_Pressing,large_sided_game,high_intensity_conditioning,Light_Rain,15.0,4.0,7.1,935.25,105.45,99.85,72.1,73.97,22,29,125.97,13.91,100,100,10.0
SES0071,2024-11-18,First_Team,MD4,EX013,LargeGame_8v8_60x40_Pressing,large_sided_game,high_intensity_conditioning,Light_Rain,15.0,4.0,7.1,943.64,116.02,81.05,43.66,67.1,26,29,138.71,14.02,100,100,9.7
SES0071,2024-11-18,First_Team,MD4,EX038,PressingTrap_6v4_35x25,pressing_drill,high_intensity_conditioning,Light_Rain,15.0,4.0,7.1,737.36,101.26,68.16,27.34,71.9,39,45,123.84,15.33,100,100,10.0
SES0072,2024-11-20,First_Team,MD3,EX036,Accel_Change_Direction_15m,sprint_drill,acceleration_development,Cloudy,17.8,5.2,4.3,148.52,114.54,11.46,3.89,65.41,16,14,72.47,15.8,79,93,7.5
SES0072,2024-11-20,First_Team,MD3,EX017,Accel_Sprint_15m_x6,sprint_drill,acceleration_development,Cloudy,17.8,5.2,4.3,108.18,108.41,13.09,7.17,62.32,12,10,59.09,15.68,73,91,6.8
SES0072,2024-11-20,First_Team,MD3,EX003,SSG_5v5_30x25_Possession,small_sided_game,aerobic_conditioning,Cloudy,17.8,5.2,4.3,747.02,96.03,81.05,17.52,70.79,22,22,101.6,13.0,86,93,9.0
SES0072,2024-11-20,First_Team,MD3,EX004,SSG_5v5_30x25_Transition,small_sided_game,mixed_conditioning,Cloudy,17.8,5.2,4.3,699.5,102.53,76.97,21.07,67.97,21,20,101.54,10.48,85,100,8.6
SES0072,2024-11-20,First_Team,MD3,EX011,LargeGame_9v9_65x45_Transition,large_sided_game,aerobic_conditioning,Cloudy,17.8,5.2,4.3,903.51,92.41,106.48,73.72,71.82,17,17,104.15,11.92,79,98,7.3
SES0072,2024-11-20,First_Team,MD3,EX016,Accel_Sprint_10m_x8,sprint_drill,acceleration_development,Cloudy,17.8,5.2,4.3,88.88,78.84,4.73,0.0,53.5,14,14,56.45,17.07,75,88,8.1
SES0073,2024-11-22,B_Team,MD3,EX030,Transition_6v6_40x35_Wide,transition_game,mixed_conditioning,Overcast,16.3,4.3,7.5,824.65,110.21,124.52,67.49,76.4,19,19,122.3,11.84,92,100,8.7
SES0073,2024-11-22,B_Team,MD3,EX037,Possession_4v4_2Neutral_25x20,possession_game,aerobic_conditioning,Overcast,16.3,4.3,7.5,597.67,64.24,20.03,8.98,54.65,18,17,73.63,10.37,84,93,7.6
SES0073,2024-11-22,B_Team,MD3,EX027,Possession_6v6_40x30_Neutral,possession_game,aerobic_conditioning,Overcast,16.3,4.3,7.5,570.0,74.53,29.59,7.58,55.24,19,18,72.4,8.12,82,97,6.7
SES0073,2024-11-22,B_Team,MD3,EX003,SSG_5v5_30x25_Possession,small_sided_game,aerobic_conditioning,Overcast,16.3,4.3,7.5,723.51,113.0,61.86,19.9,68.04,22,19,104.22,12.96,92,100,9.7
SES0074,2024-11-24,Academy_U18,MD2,EX015,Flying_Sprint_20m,sprint_drill,speed_development,Light_Rain,8.3,4.2,6.3,179.53,125.8,54.39,66.79,100.0,4,4,48.34,15.04,79,93,4.8
SES0074,2024-11-24,Academy_U18,MD2,EX020,Finishing_5v4_30x25,finishing_drill,mixed_conditioning,Light_Rain,8.3,4.2,6.3,320.43,65.66,39.23,13.11,50.96,17,15,57.65,8.95,75,90,5.9
SES0074,2024-11-24,Academy_U18,MD2,EX017,Accel_Sprint_15m_x6,sprint_drill,acceleration_development,Light_Rain,8.3,4.2,6.3,121.78,77.75,10.26,6.37,65.06,11,11,47.97,15.6,78,93,6.5
SES0074,2024-11-24,Academy_U18,MD2,EX019,Finishing_4v3_25x20,finishing_drill,mixed_conditioning,Light_Rain,8.3,4.2,6.3,420.01,59.43,22.62,19.85,62.17,18,12,65.78,11.17,79,90,6.3
SES0074,2024-11-24,Academy_U18,MD2,EX014,Flying_Sprint_30m,sprint_drill,speed_development,Light_Rain,8.3,4.2,6.3,233.6,148.94,71.09,89.26,81.01,3,6,61.4,15.18,79,86,7.4
SES0075,2024-11-26,B_Team,MD3,EX030,Transition_6v6_40x35_Wide,transition_game,mixed_conditioning,Cloudy,15.6,4.4,6.3,699.49,102.18,136.16,73.03,76.8,21,18,114.36,10.65,89,100,7.5
SES0075,2024-11-26,B_Team,MD3,EX036,Accel_Change_Direction_15m,sprint_drill,acceleration_development,Cloudy,15.6,4.4,6.3,152.74,113.82,9.12,4.83,63.46,17,16,72.55,18.4,84,90,6.7
SES0075,2024-11-26,B_Team,MD3,EX004,SSG_5v5_30x25_Transition,small_sided_game,mixed_conditioning,Cloudy,15.6,4.4,6.3,789.97,103.18,62.73,20.38,63.31,17,21,99.16,11.34,90,100,9.8
SES0075,2024-11-26,B_Team,MD3,EX029,Transition_5v5_35x30_Counter,transition_game,mixed_conditioning,Cloudy,15.6,4.4,6.3,584.81,103.59,82.83,36.46,73.79,22,21,116.72,12.01,90,97,6.9
SES0075,2024-11-26,B_Team,MD3,EX027,Possession_6v6_40x30_Neutral,possession_game,aerobic_conditioning,Cloudy,15.6,4.4,6.3,562.03,76.8,24.56,6.92,54.56,17,15,70.43,8.35,79,96,5.9
SES0076,2024-11-28,U23,MD3,EX030,Transition_6v6_40x35_Wide,transition_game,mixed_conditioning,Overcast,12.0,3.4,4.7,789.94,96.76,103.74,48.3,78.56,19,17,120.31,10.51,92,98,7.9
SES0076,2024-11-28,U23,MD3,EX017,Accel_Sprint_15m_x6,sprint_drill,acceleration_development,Overcast,12.0,3.4,4.7,123.5,102.33,14.49,6.83,66.9,14,10,64.11,18.74,80,96,6.4
SES0076,2024-11-28,U23,MD3,EX011,LargeGame_9v9_65x45_Transition,large_sided_game,aerobic_conditioning,Overcast,12.0,3.4,4.7,990.94,94.09,120.92,55.47,66.83,17,12,110.53,11.64,86,100,8.5
SES0076,2024-11-28,U23,MD3,EX010,LargeGame_8v8_60x40_Possession,large_sided_game,aerobic_conditioning,Overcast,12.0,3.4,4.7,873.31,92.97,112.66,46.2,70.04,15,12,113.84,10.61,80,97,8.3
SES0076,2024-11-28,U23,MD3,EX037,Possession_4v4_2Neutral_25x20,possession_game,aerobic_conditioning,Overcast,12.0,3.4,4.7,578.65,68.52,33.49,9.15,54.6,17,17,79.07,8.84,88,91,6.7
SES0077,2024-11-30,U23,MD3,EX004,SSG_5v5_30x25_Transition,small_sided_game,mixed_conditioning,Light_Rain,10.5,4.3,5.8,689.71,95.7,68.63,30.03,69.96,16,26,106.07,11.47,91,99,7.5
SES0077,2024-11-30,U23,MD3,EX016,Accel_Sprint_10m_x8,sprint_drill,acceleration_development,Light_Rain,10.5,4.3,5.8,94.92,89.29,4.89,0.0,52.09,15,13,59.34,18.22,82,92,7.6
SES0077,2024-11-30,U23,MD3,EX017,Accel_Sprint_15m_x6,sprint_drill,acceleration_development,Light_Rain,10.5,4.3,5.8,109.15,97.09,10.76,9.72,74.45,13,12,55.87,17.04,81,97,7.2
SES0078,2024-12-02,U23,MD2,EX015,Flying_Sprint_20m,sprint_drill,speed_development,Overcast,13.0,4.1,6.6,183.45,131.19,49.88,38.08,92.84,4,4,41.19,14.23,71,93,5.6
SES0078,2024-12-02,U23,MD2,EX018,Transition_Sprint_40m,sprint_drill,speed_development,Overcast,13.0,4.1,6.6,380.17,182.1,85.29,87.9,87.69,6,7,67.55,11.3,74,93,6.9
SES0078,2024-12-02,U23,MD2,EX028,Possession_8v8_50x35_Neutral,possession_game,aerobic_conditioning,Overcast,13.0,4.1,6.6,667.7,73.69,73.86,28.0,59.27,14,11,81.46,9.68,80,84,6.1
SES0078,2024-12-02,U23,MD2,EX019,Finishing_4v3_25x20,finishing_drill,mixed_conditioning,Overcast,13.0,4.1,6.6,377.49,68.79,36.46,21.77,60.6,15,17,64.94,10.75,79,87,5.5
SES0078,2024-12-02,U23,MD2,EX035,Speed_Endurance_60m_x4,sprint_drill,speed_endurance,Overcast,13.0,4.1,6.6,419.83,163.39,204.9,278.24,87.15,7,5,79.71,13.03,86,95,8.6
SES0079,2024-12-04,B_Team,MD3,EX037,Possession_4v4_2Neutral_25x20,possession_game,aerobic_conditioning,Overcast,9.5,5.3,7.0,601.01,75.03,33.5,7.72,56.63,16,19,65.95,9.59,80,95,6.8
SES0079,2024-12-04,B_Team,MD3,EX029,Transition_5v5_35x30_Counter,transition_game,mixed_conditioning,Overcast,9.5,5.3,7.0,579.94,98.66,67.02,47.54,72.93,24,18,99.26,11.04,92,100,7.5
SES0079,2024-12-04,B_Team,MD3,EX010,LargeGame_8v8_60x40_Possession,large_sided_game,aerobic_conditioning,Overcast,9.5,5.3,7.0,1028.42,79.52,95.43,52.92,68.92,14,16,112.63,11.27,89,98,8.3
SES0079,2024-12-04,B_Team,MD3,EX004,SSG_5v5_30x25_Transition,small_sided_game,mixed_conditioning,Overcast,9.5,5.3,7.0,724.64,95.52,77.74,23.59,63.91,22,19,100.69,12.63,92,96,7.7
SES0079,2024-12-04,B_Team,MD3,EX003,SSG_5v5_30x25_Possession,small_sided_game,aerobic_conditioning,Overcast,9.5,5.3,7.0,799.72,107.79,87.38,30.96,72.36,19,23,103.73,11.75,91,100,8.5
SES0080,2024-12-06,U23,MD3,EX004,SSG_5v5_30x25_Transition,small_sided_game,mixed_conditioning,Clear,28.4,4.1,6.4,731.13,100.27,64.55,28.75,62.44,28,16,97.55,12.45,91,97,8.0
SES0080,2024-12-06,U23,MD3,EX036,Accel_Change_Direction_15m,sprint_drill,acceleration_development,Clear,28.4,4.1,6.4,138.1,110.87,12.24,4.65,66.84,14,16,69.99,16.02,83,93,7.9
SES0080,2024-12-06,U23,MD3,EX011,LargeGame_9v9_65x45_Transition,large_sided_game,aerobic_conditioning,Clear,28.4,4.1,6.4,833.23,103.3,98.55,63.63,77.27,15,17,101.61,12.01,85,94,7.4
SES0080,2024-12-06,U23,MD3,EX030,Transition_6v6_40x35_Wide,transition_game,mixed_conditioning,Clear,28.4,4.1,6.4,857.28,95.31,91.7,64.23,70.46,22,16,118.01,11.67,84,97,8.7
SES0080,2024-12-06,U23,MD3,EX012,LargeGame_10v10_70x50_Open,large_sided_game,aerobic_conditioning,Clear,28.4,4.1,6.4,906.42,99.9,128.81,70.51,71.73,14,14,114.46,11.23,78,95,7.8
SES0081,2024-12-08,Academy_U18,MD1,EX006,Rondo_4v2_10x10,rondo,technical_conditioning,Cloudy,15.5,3.2,8.5,225.24,33.31,3.26,0.0,21.73,5,5,20.99,3.74,50,55,2.5
SES0081,2024-12-08,Academy_U18,MD1,EX007,Rondo_6v2_15x15,rondo,technical_conditioning,Cloudy,15.5,3.2,8.5,164.85,37.23,2.67,0.0,19.77,7,3,21.56,3.57,50,59,2.3
SES0081,2024-12-08,Academy_U18,MD1,EX024,Activation_Positional_10v0,activation_drill,activation,Cloudy,15.5,3.2,8.5,538.69,34.66,8.47,0.0,17.2,4,4,17.66,3.1,50,55,1.7
